City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,micheweni,-4.9667,39.8333,79.14,89,100,14.27,TZ,1714011758
363,floro,61.5996,5.0328,35.67,93,100,6.91,NO,1714011540
364,umm kaddadah,13.6017,26.6876,77.25,8,1,9.62,SD,1714011760
365,damulog,7.4836,124.9431,95.9,30,63,0.89,PH,1714011762
366,golden valley,45.0097,-93.3491,55.58,42,0,12.66,US,1714011765
367,colonia del sacramento,-34.4667,-57.85,57.45,74,90,11.56,UY,1714011766
368,onitsha,6.1454,6.7885,80.08,87,100,4.41,NG,1714011769
369,kolda,12.8833,-14.95,81.61,30,93,6.93,SN,1714011769
370,lagoa,39.05,-27.9833,58.84,75,6,14.61,PT,1714011770
371,terra santa,-2.1042,-56.4869,75.92,96,78,1.25,BR,1714011771
372,damghan,36.1683,54.348,52.3,51,7,4.68,IR,1714011772
373,new norfolk,-42.7826,147.0587,58.5,73,100,7.54,AU,1714011772
374,saskatoon,52.1168,-106.6345,66.18,27,100,20.71,CA,1714011543
375,sogndal,61.2283,7.1003,35.98,74,100,2.3,NO,1714011774
376,nishinoomote,30.7333,131.0,66.76,77,40,16.11,JP,1714011775
377,zouerate,22.7187,-12.4521,78.3,20,9,7.76,MR,1714011776
378,bel ombre,-4.6167,55.4167,78.64,89,75,23.02,SC,1714011777
379,rabaul,-4.1967,152.1721,86.27,69,20,6.55,PG,1714011777
380,dedovichi,57.5517,29.9502,40.93,95,100,13.91,RU,1714011778
381,rosalie,15.3667,-61.2667,79.5,83,39,9.84,DM,1714011778
382,fuling,29.7022,107.3919,62.55,98,100,1.5,CN,1714011781
383,mahina,-17.5065,-149.489,85.77,74,20,6.91,PF,1714011782
384,shohimardon,39.9839,71.8028,59.77,51,28,5.64,UZ,1714011784
385,jackson,42.4165,-122.8345,65.39,37,20,13.8,US,1714011103
386,dudinka,69.4058,86.1778,18.68,89,22,11.01,RU,1714011547
387,coyhaique,-45.5752,-72.0662,42.75,93,100,3.44,CL,1714011786
388,fort mcmurray,56.7268,-111.381,58.59,33,75,11.5,CA,1714011786
389,revda,56.801,59.9303,32.0,92,100,8.95,RU,1714011589
390,ishigaki,24.3448,124.1572,78.93,89,75,12.66,JP,1714011787
391,mahibadhoo,3.7833,72.9667,84.69,71,100,5.91,MV,1714011788
392,peskovka,59.0448,52.3606,40.71,94,100,6.55,RU,1714011663
393,bamboo flat,11.7,92.7167,89.69,70,20,4.61,IN,1714011788
394,mercedes,-34.6515,-59.4307,54.86,65,67,6.11,AR,1714011583
395,youkounkoun,12.5333,-13.1333,84.04,30,20,8.46,GN,1714011789
396,glace bay,46.1969,-59.957,38.89,97,100,3.44,CA,1714011790
397,mareeba,-17.0,145.4333,84.43,59,49,4.54,AU,1714011790
398,adra,36.7496,-3.0206,59.02,76,100,2.53,ES,1714011791
399,lamarque,-39.423,-65.7021,57.61,45,96,19.82,AR,1714011791
400,aktau,43.65,51.2,48.78,58,86,4.47,KZ,1714011557
401,cabo san lucas,22.8909,-109.9124,82.71,26,0,0.0,MX,1714011684
402,eloy,32.7559,-111.5548,83.68,16,1,15.75,US,1714011793
403,ayr,55.4627,-4.6339,44.58,65,100,11.5,GB,1714011794
404,laojunmiao,39.8333,97.7333,61.39,16,99,4.03,CN,1714011794
405,eagle river,45.9172,-89.2443,40.91,43,0,1.01,US,1714011786
406,galveston,29.3669,-94.9669,74.01,81,0,11.5,US,1714011797
407,ormara,25.2088,64.6357,78.1,82,0,11.48,PK,1714011798
408,paoua,7.2427,16.4406,75.79,69,100,8.61,CF,1714011799
409,tual,-5.6667,132.75,84.36,74,19,8.75,ID,1714011800
410,kisangani,0.5167,25.2,69.89,98,100,0.47,CD,1714011801
411,selkirk,50.1436,-96.8845,60.87,35,4,8.52,CA,1714011670
412,mary,37.0,62.5,69.04,52,100,16.51,TM,1714011803
413,gizo,-8.103,156.8419,85.86,72,88,3.62,SB,1714011804
414,thames,-37.1333,175.5333,64.92,67,100,7.67,NZ,1714011805
415,sosnogorsk,63.6023,53.8817,25.54,95,100,10.0,RU,1714011809
416,karratha,-20.7377,116.8463,86.31,28,47,18.52,AU,1714011809
417,hpa-an,16.8906,97.6333,91.15,59,36,3.22,MM,1714011813
418,daru,-9.0763,143.2092,83.52,85,63,13.06,PG,1714011813
419,tsiombe,-25.3,45.4833,69.91,94,27,8.7,MG,1714011593
420,sur,22.5667,59.5289,80.62,75,0,3.2,OM,1714011820
421,enriquillo,17.9,-71.2333,76.08,89,86,6.76,DO,1714011823
422,sidi qacem,34.2215,-5.7078,59.22,67,100,6.58,MA,1714011824
423,soio,-6.1349,12.3689,79.66,87,99,2.28,AO,1714011715
424,el paraiso,13.8667,-86.55,74.55,67,74,3.2,HN,1714011825
425,north haven,41.3909,-72.8595,55.18,57,0,13.8,US,1714011826
426,porto velho,-8.7619,-63.9039,77.05,94,40,2.3,BR,1714011670
427,wainwright,52.839,-110.8572,60.12,39,100,6.73,CA,1714011827
428,gamba,-2.65,10.0,77.88,94,100,3.27,GA,1714011830
429,n'djamena,12.1067,15.0444,91.36,15,0,5.75,TD,1714011813
430,new plymouth,-39.0667,174.0833,62.82,87,100,12.33,NZ,1714011835
431,aksu,41.1231,80.2644,66.94,23,0,8.34,CN,1714011836
432,ayaviri,-14.8864,-70.5889,46.02,53,30,4.68,PE,1714011836
433,ekangala,-25.6962,28.7492,59.65,36,4,3.94,ZA,1714011837
434,kenai,60.5544,-151.2583,48.29,63,100,10.36,US,1714011840
435,barra do bugres,-15.0725,-57.1811,75.97,83,15,1.5,BR,1714011842
436,north ward,-19.2454,146.8075,84.11,51,40,6.91,AU,1714011842
437,ciudad lazaro cardenas,17.9583,-102.2,77.5,77,0,4.88,MX,1714011843
438,zhenlai,45.8495,123.2973,59.56,22,49,17.6,CN,1714011844
439,nogliki,51.8333,143.1667,53.35,59,51,11.01,RU,1714011610
440,usogorsk,63.4106,48.6872,32.67,96,100,3.96,RU,1714011584
441,ribeira brava,32.65,-17.0667,66.7,63,0,2.51,PT,1714011846
442,kerch,45.3583,36.4758,59.56,80,100,8.99,UA,1714011846
443,bithur,26.6333,80.2833,89.19,16,2,4.07,IN,1714011846
444,ostrovskoye,57.8057,42.2433,38.32,82,94,6.13,RU,1714011847
445,elassona,39.8947,22.1886,47.53,60,88,3.98,GR,1714011847
446,sandnessjoen,66.0217,12.6316,34.32,81,98,3.91,NO,1714011767
447,alibag,18.6411,72.8792,84.27,71,0,6.98,IN,1714011848
448,sambava,-14.2667,50.1667,75.85,86,12,9.13,MG,1714011848
449,russkiy,43.0147,131.8642,64.26,92,0,8.03,RU,1714011849
450,xining,36.6167,101.7667,53.46,43,0,1.88,CN,1714011742
451,allapalli,19.4167,80.0667,90.64,31,38,1.61,IN,1714011850
452,iecava,56.5986,24.2022,42.62,97,100,7.67,LV,1714011850
453,illizi,26.4833,8.4667,66.0,25,0,4.72,DZ,1714011851
454,yelizavetinskaya,45.0445,38.7958,68.09,61,92,9.28,RU,1714011666
455,north bend,43.4065,-124.2243,59.23,82,20,6.91,US,1714011857
456,roma,43.2128,-75.4557,36.73,57,0,6.91,US,1714011857
457,comodoro rivadavia,-45.8667,-67.5,58.86,41,0,14.97,AR,1714011590
458,rome,34.257,-85.1647,64.81,73,0,3.44,US,1714011584
459,helong,42.5397,128.9972,70.75,31,0,13.96,CN,1714011859
460,pereira barreto,-20.6383,-51.1092,73.15,64,71,6.35,BR,1714011861
461,moyynkum,44.2914,72.9469,62.98,67,100,4.47,KZ,1714011861
462,sechura,-5.5569,-80.8222,74.1,75,97,13.58,PE,1714011862
463,muisne,0.6,-80.0333,78.94,89,99,7.83,EC,1714011863
464,north tamworth,-31.0778,150.9261,68.11,56,100,6.91,AU,1714011864
465,kosh-agach,50.0,88.6667,19.31,69,75,7.0,RU,1714011864
466,vega de alatorre,20.0333,-96.6333,77.34,92,21,6.93,MX,1714011606
467,genhe,50.7833,121.5167,43.99,38,4,12.91,CN,1714011868
468,carnarvon,-24.8667,113.6333,82.02,38,41,18.86,AU,1714011869
469,kavaratti,10.5669,72.642,85.21,68,100,6.29,IN,1714011869
470,matane,48.8286,-67.522,26.83,95,100,22.48,CA,1714011870
471,enguera,38.9797,-0.6868,52.77,70,70,4.79,ES,1714011871
472,ebon,4.582,168.6964,82.6,82,36,14.34,MH,1714011872
473,cole harbour,44.6724,-63.4751,45.79,69,100,7.0,CA,1714011875
474,joaquin v. gonzalez,-25.0833,-64.1833,59.2,96,100,4.47,AR,1714011857
475,charters towers,-20.1,146.2667,82.02,37,80,9.95,AU,1714011830
476,neiafu,-18.65,-173.9833,86.68,79,20,8.05,TO,1714011877
477,ghatsila,22.6,86.4833,84.65,16,1,4.05,IN,1714011877
478,urzhar,47.093,81.6294,51.57,53,100,7.52,KZ,1714011881
479,kita,13.0349,-9.4895,88.83,15,28,3.53,ML,1714011881
480,tweed heads,-28.1817,153.547,81.21,61,99,10.36,AU,1714011885
481,ternate,0.8,127.4,86.61,63,1,3.24,ID,1714011885
482,arkhangel'sk,64.5401,40.5433,33.91,100,100,2.24,RU,1714011704
483,san patricio,28.017,-97.5169,75.83,86,43,12.59,US,1714011889
484,newman,37.3138,-121.0208,66.43,65,67,1.01,US,1714011889
485,puerto deseado,-47.7503,-65.8938,55.06,57,100,24.07,AR,1714011892
486,kiama,-34.6833,150.8667,72.37,54,1,6.49,AU,1714011893
487,ciudad bolivar,8.1222,-63.5497,89.08,47,99,12.93,VE,1714011897
488,myeik,12.4333,98.6,86.79,68,53,8.41,MM,1714011829
489,conduaga,8.862,117.4893,91.2,56,100,2.75,PH,1714011899
490,awjilah,29.1081,21.2869,63.84,45,98,8.52,LY,1714011900
491,okha,53.5739,142.9478,53.26,63,31,15.01,RU,1714011901
492,torghay,49.6339,63.4981,52.68,61,100,19.82,KZ,1714011901
493,al kharijah,25.4514,30.5464,81.99,11,49,6.06,EG,1714011902
494,guangyuan,32.442,105.823,70.07,62,94,2.01,CN,1714011902
495,alofi,-19.0595,-169.9187,84.09,65,43,6.91,NU,1714011903
496,taroa,8.7058,171.2275,82.58,77,72,18.79,MH,1714011904
497,hinton,53.4001,-117.5857,42.62,87,75,6.13,CA,1714011904
498,constitucion,-35.3333,-72.4167,54.1,63,96,4.52,CL,1714011752
499,tres isletas,-26.3407,-60.4321,70.21,98,100,6.24,AR,1714011908
500,sao joao do piaui,-8.3581,-42.2467,77.18,63,11,3.71,BR,1714011908
501,ironwood,46.4547,-90.171,37.74,64,0,0.0,US,1714011909
502,hun,29.1268,15.9477,60.19,67,0,17.31,LY,1714011909
503,volksrust,-27.3654,29.8818,53.89,56,89,0.6,ZA,1714011910
504,choyr,46.3611,108.3611,36.61,74,100,5.53,MN,1714011910
505,shetpe,44.1667,52.1167,59.99,44,99,2.73,KZ,1714011910
506,qamdo,31.1667,97.2333,37.49,67,95,4.52,CN,1714011838
507,orange walk,17.8333,-88.8333,77.25,79,0,7.36,BZ,1714011911
508,willowmore,-33.2926,23.4895,55.96,91,38,2.55,ZA,1714011912
509,siklos,45.855,18.2975,40.24,100,48,4.61,HU,1714011912
510,olinda,-8.0089,-34.8553,83.93,79,40,8.05,BR,1714011893
511,pathein,16.7833,94.7333,90.37,56,1,8.28,MM,1714011913
512,turbat,26.0023,63.044,77.79,76,75,4.23,PK,1714011913
513,moonah,-42.85,147.3,58.71,62,75,18.41,AU,1714011914
514,jose pedro varela,-33.45,-54.5333,48.92,89,0,3.96,UY,1714011914
515,vernon,50.2581,-119.2691,62.62,41,68,5.01,CA,1714011784
516,pinheiro machado,-31.5783,-53.3811,51.06,90,87,3.67,BR,1714011915
517,liuduzhai,27.3661,110.935,69.42,93,100,3.29,CN,1714011915
518,barcelos,41.5388,-8.6151,57.85,75,100,3.71,PT,1714011847
519,freetown,8.484,-13.2299,80.31,78,40,11.5,SL,1714011920
520,sinabang,2.4803,96.3801,83.68,80,100,2.13,ID,1714011715
521,kolondieba,11.0882,-6.8926,89.04,42,100,6.69,ML,1714011921
522,cova figueira,14.8905,-24.2934,64.33,76,75,5.23,CV,1714011922
523,nyurba,63.2842,118.3319,20.77,77,100,10.42,RU,1714011925
524,guymon,36.6828,-101.4816,62.6,82,20,10.36,US,1714011925
525,santaluz,-11.2558,-39.3747,72.12,95,4,5.17,BR,1714011926
526,bovalino,38.149,16.174,54.34,77,21,7.27,IT,1714011926
527,fort st. john,56.2499,-120.8529,48.09,34,75,13.8,CA,1714011927
528,fale old settlement,-9.3852,-171.2468,85.26,74,22,10.54,TK,1714011927
529,filadelfia,39.9523,-75.1638,62.49,53,75,11.5,US,1714011636
530,akcaabat,41.0212,39.5715,66.07,63,40,5.75,TR,1714011929
531,bani walid,31.7566,13.9942,52.88,69,0,13.22,LY,1714011929
532,middelburg,-25.7751,29.4648,59.02,39,6,2.8,ZA,1714011930
533,labytnangi,66.6572,66.4183,3.38,99,76,0.76,RU,1714011761
534,juva,56.4368,57.9478,42.03,92,81,0.81,RU,1714011931
535,upington,-28.4478,21.2561,61.18,33,0,3.44,ZA,1714011717
536,madera,37.1666,-119.8343,62.98,80,100,4.25,US,1714011871
537,pacocha,-17.5833,-71.3333,67.48,90,54,5.41,PE,1714011934
538,limon,10.0,-83.0333,77.05,84,100,2.26,CR,1714011934
539,antsohihy,-14.8796,47.9875,73.42,85,100,3.13,MG,1714011935
540,malindi,-3.2175,40.1191,79.83,85,100,16.69,KE,1714011935
541,ust'-kulom,61.6864,53.6902,29.12,97,100,6.8,RU,1714011879
542,ancud,-41.8697,-73.8203,52.77,86,18,20.74,CL,1714011733
543,mountain home,43.133,-115.6912,59.14,67,40,9.22,US,1714011937
544,antigonish,45.6169,-61.9986,44.82,95,100,7.29,CA,1714011938
545,mantua,45.1667,10.7833,47.35,90,95,1.01,IT,1714011710
546,hobyo,5.3505,48.5268,84.67,75,39,9.1,SO,1714011941
547,ulladulla,-35.35,150.4667,61.36,52,1,6.46,AU,1714011945
548,masuguru,-11.3667,38.4167,71.19,99,95,2.73,TZ,1714011946
549,lazaro cardenas,17.9583,-102.2,77.5,77,0,4.88,MX,1714011728
550,la'ie,21.6477,-157.9253,80.56,89,42,8.99,US,1714011948
551,ola,59.5833,151.2833,32.14,95,100,2.71,RU,1714011949
552,itamaraca,-7.7478,-34.8256,84.25,77,15,6.31,BR,1714011788
553,lusaka,-15.4067,28.2871,60.03,48,2,5.97,ZM,1714011951
554,yicheng,31.3705,119.8703,61.79,81,99,9.82,CN,1714011951
